English Language Name	Alternate Language Name	ISO code	ROD code	Variant code	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scriture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps	
Mixe, Isthmus (Guichicovi)	Mixe del Este, Mixe del Paso Real, Mixe del Istmo, Guichicovi, Mixe, Isthmus, Ayuk, Eastern Mixe, Guichicovi Mixe, Mixe medio del este, hagunaax, hayuuc	mir			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mir	Mexico	27	260			1	1									1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixeistmo.mir	https://www.scriptureearth.org/data/mir/study/mirNT_Mixe_Istmo3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 171MB) ## https://www.scriptureearth.org/data/mir/study/mirNT_Mixe_Istmo-4.7.apk: (para dispositivos móviles con menos de Android 4.0 16MB) ## https://www.scriptureearth.org/data/mir/study/mirNT_Mixe_Istmo3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 157MB)	New Testament: https://virtualstorehouse.org/products/mixe-de-guichicovi-nt-mir	https://live.bible.is/bible/MIRTBL/Mat/1	https://www.bible.com/bible/740/MAT.1	https://globalrecordings.net/en/language/2456	1	https://www.scriptureearth.org/data/mir/study/mir_MAT_REV.jar				https://www.scriptureearth.org/data/mir/video/LukeVideo-mir.txt							https://www.scriptureearth.org/data/mir/video/mir-johnvids.txt ## https://www.scriptureearth.org/data/mir/video/mir-johnvids-640.txt										language map: https://joshuaproject.net/languages/mir	
Mixe, Juquila	Mixe de Ocotepec, Juquila Mixe, Ocotepec Mixe, Ayuk, South Central Mixe	mxq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mxq	Mexico	27	260			1	1			unknown						1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixejuquila.mxq	https://www.scriptureearth.org/data/mxq/study/mxqNT_Mixe_Juquila3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 155MB) ## https://www.scriptureearth.org/data/mxq/study/mxqNT_Mixe_Juquila-4.7.apk: (para dispositivos móviles con menos de Android 4.0 14MB) ## https://www.scriptureearth.org/data/mxq/study/mxqNT_Mixe_Juquila3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 139MB)	New Testament: https://virtualstorehouse.org/products/mixe-de-juquila-nt-mxq	https://live.bible.is/bible/MXQTBL/Mat/1	https://www.bible.com/bible/768/MAT.1	https://www.globalrecordings.net/en/language/mxq	1	https://www.scriptureearth.org/data/mxq/study/mxq_MAT_REV.jar											https://www.scriptureearth.org/data/mxq/video/mxq-johnvids.txt ## https://www.scriptureearth.org/data/mxq/video/mxq-johnvids-640.txt	https://www.scriptureearth.org/data/mxq/video/mxq-scripture-videos.txt ## https://www.scriptureearth.org/data/mxq/video/mxq-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mxq	
Mixe, Mazatlán	M. de Tutla, Mixe de Tutla, Ayuuk, East Central Mixe, Tutla Mixe	mzl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mzl	Mexico															1					https://live.bible.is/bible/MZLBSM/mat/1	https://www.bible.com/bible/357/MAT.1	https://globalrecordings.net/en/language/2822						https://www.scriptureearth.org/data/mzl/video/LukeVideo-mzl.txt																	language map: https://joshuaproject.net/languages/mzl	
Mixe, north central	Zacatepec, Mixe de San Juan Cotzocón, Puxmetecán, Mixe de Atitlán, Mixe del norte central, Atitlán Mixe, Cotzocón Mixe, Mixistlan, Olotepec, Mixe, North Central, Ayuuk, Hayuuk, Northeastern Mixe	neq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=neq	Mexico		260				1									1					https://live.bible.is/bible/NEQTBN/mat/1		https://www.globalrecordings.net/en/language/neq					https://www.scriptureearth.org/data/neq/video/JESUSFilm-neq.txt																		language map: https://joshuaproject.net/languages/neq	
Mixe, Quetzaltepec	Mixe de Chusnabán (Chuxnabán), Central Mixe, Chuxnabán Mixe, Midland Mixe, Mixe Alto del Sur	pxm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=pxm	Mexico															1					https://live.bible.is/bible/PXMBSM/Mat/1	Biblia Mixe de Quetzaltepec (QUETZMIXE): https://www.bible.com/bible/2130/MAT.1	https://www.globalrecordings.net/en/language/pxm																							language map: https://joshuaproject.net/languages/pxm	
Mixe, Tlahuitoltepec	Mixe del Este, Mixe Alto del Centro, West Central Mixe	mxp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mxp	Mexico	27				1				unknown						1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixetlahuitoltepec.mxp	https://www.scriptureearth.org/data/mxp/study/mxpNT_Mixe_Tlahuitoltepec-4.7.apk: (para dispositivos móviles con menos de Android 4.0)	New Testament: https://virtualstorehouse.org/products/mixe-de-tlahuitoltepec-nt-mxp		https://www.bible.com/bible/743/MAT.1	https://www.globalrecordings.net/en/language/mxp	1																						language map: https://joshuaproject.net/languages/mxp	
Mixe, Totontepec	Mixe de Norte, Ayuk, Mixe Alto del Norte, Northwestern Mixe	mto			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mto	Mexico	27				1										1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixetotontepec.mto	https://www.scriptureearth.org/data/mto/study/mtoNT_Mixe_Totontepec3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 198MB) ## https://www.scriptureearth.org/data/mto/study/mtoNT_Mixe_Totontepec-4.7.apk: (para dispositivos móviles con menos de Android 4.0 19MB) ## https://www.scriptureearth.org/data/mto/study/mtoNT_Mixe_Totontepec3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 188MB)	New Testament: https://virtualstorehouse.org/products/mixe-de-totontepec-mto	https://live.bible.is/bible/MTOTBL/Mat/1	https://www.bible.com/bible/723/MAT.1	https://www.globalrecordings.net/en/language/mto	1	https://www.scriptureearth.org/data/mto/study/mto_Mat_rev.jar																					language map: https://joshuaproject.net/languages/mto	
Mixtec, Alacatlatzala	Mixteco de la Sierra de Guerrero, Mixteco de Potoichan, Atlamajalcingo del Monte, Cahuatache Tototepec, Cuatzoquitengo, Plan de Guadalupe, Potoichán, Ocuapa, Central Misteko, Highland Guerrero Mixtec, To'on Savi	mim			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mim	Mexico		260				1		50		50					1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecoalacatlatzala.mim	https://www.scriptureearth.org/data/mim/study/mimNT_Mixteco_Alacatlatzala3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 328MB)		https://live.bible.is/bible/MIMTBN/MAT/1?audio_type=audio_drama		https://www.globalrecordings.net/en/language/mim				el libro de Génesis	https://www.scriptureearth.org/data/mim/video/JESUSFilm-mim.txt								https://www.scriptureearth.org/data/mim/video/mim-johnvids.txt ## https://www.scriptureearth.org/data/mim/video/mim-johnvids-640.txt	https://www.scriptureearth.org/data/mim/video/mim-scripture-videos.txt ## https://www.scriptureearth.org/data/mim/video/mim-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mim	
Mixtec, Alcozauca (Xochapa)	Mixteco de Xochapa, Petlacalancingo Mixtec, Xochapa Mixtec, Mixtec, Alcozauca, Mixteco de Alocozauca	xta			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=xta	Mexico	1	60	1	60											1		https://play.google.com/store/apps/details?id=org.scriptureearth.mixtecoalcozauca.xta					https://www.globalrecordings.net/en/language/xta				resumen de Génesis									https://www.scriptureearth.org/data/xta/video/xta-johnvids.txt ## https://www.scriptureearth.org/data/xta/video/xta-johnvids-640.txt										language map: https://joshuaproject.net/languages/xta	
Mixtec, Amoltepec	Mixteco de Sola de Vega del Oeste, Tnu'u Ñuu Savi, Western Sola de Vega Mixtec	mbz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mbz	Mexico	1	16	1	16											1		https://play.google.com/store/apps/details?id=org.scriptureearth.mixtecoamoltepec.mbz	https://www.scriptureearth.org/data/mbz/study/mbzMRK_Mixteco_Amoltepec-4.7.apk: (para dispositivos móviles con menos de Android 4.0)				https://www.globalrecordings.net/en/language/mbz					https://www.scriptureearth.org/data/mbz/video/JESUSFilm-mbz.txt									https://www.scriptureearth.org/data/mbz/video/mbz-scripture-videos.txt ## https://www.scriptureearth.org/data/mbz/video/mbz-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mbz	
Mixtec, Apoala	M. de Santiago Apoala, Chocho, M. del Norte de Nochixtlán M., Mixteco de Santiago Apoala, Santa María Apasco, Mixteco del Norte de Nochixtlán, Apasco Mixtec, Apoala Mixtec, Northern Nochixtlán Mixtec	mip			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mip	Mexico															1					https://live.bible.is/bible/MIPUTI/Mat/1		https://www.globalrecordings.net/en/language/mip					https://www.scriptureearth.org/data/mip/video/JESUSFilm-mip.txt																		language map: https://joshuaproject.net/languages/mip	
Mixtec, Atatláhuca	Mixtec, Atatlahuca, Mixteco de San Esteban Atatlahuca, San Esteban Atatlahuca Mixteco, South Central Tlaxiaco Mixtec	mib			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mib	Mexico	27				1				unknown						1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mib.mixtecoatatlahuca	https://www.scriptureearth.org/data/mib/study/mibNT_Mixteco_Atatlahuca3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 197MB) ## https://www.scriptureearth.org/data/mib/study/mibNT_Mixteco_Atatlahuca-4.7.apk: (para dispositivos móviles con menos de Android 4.0 MB) ## https://www.scriptureearth.org/data/mib/study/mibNT_Mixteco_Atatlahuca3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-atatlahuca-nt-mib	https://live.bible.is/bible/MIBTBL/Mat/1	https://www.bible.com/bible/851/MAT.1	https://www.globalrecordings.net/en/language/mib	1	https://www.scriptureearth.org/data/mib/study/mib_MAT_REV.jar											https://www.scriptureearth.org/data/mib/video/mib-johnvids.txt ## https://www.scriptureearth.org/data/mib/video/mib-johnvids-640.txt										language map: https://joshuaproject.net/languages/mib	
Mixtec, Ayutla	M. de Ayutla, Mixteco de Ayutla, Mixteco de la Costa de Guerrero, Coastal Guerrero Mixtec, Tu'un savi	miy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=miy	Mexico	27				1			66		66					1		https://play.google.com/store/apps/details?id=org.wycliffe.mixtecocostaguerrero.miy	https://www.scriptureearth.org/data/miy/study/miyNT_Mixteco_Costa_Guerrero3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento y más 241MB) ## https://www.scriptureearth.org/data/miy/study/miyNT_Mixteco_Costa_Guerrero-4.7.apk: (para dispositivos móviles con menos de Android 4.0 18MB) ## https://www.scriptureearth.org/data/miy/study/miyNT_Mixteco_Costa_Guerrero3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 172MB) ## https://www.scriptureearth.org/data/miy/study/miy-Ayutla_Jonas-1.0.apk: (Jonás)		https://live.bible.is/bible/MIYWYI/Mat/1	https://www.bible.com/bible/1659/MAT.1	https://www.globalrecordings.net/en/language/miy			https://www.scriptureearth.org/data/miy/study/miy.bbl.mybible	Libros del Antiguo Testamento	https://www.scriptureearth.org/data/miy/video/JESUSFilm-miy.txt								https://www.scriptureearth.org/data/miy/video/miy-johnvids.txt ## https://www.scriptureearth.org/data/miy/video/miy-johnvids-640.txt	https://www.scriptureearth.org/data/miy/video/miy-scripture-videos.txt ## https://www.scriptureearth.org/data/miy/video/miy-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/miy	
Mixtec, Chayuco	Mixteco del Este de Jamiltepec-Chayuco, Eastern Jamiltepec-Chayuco Mixtec, Mixteco de Chayucu, Tu'un savi	mih			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mih	Mexico	27	260			1	1			unknown						1		https://play.google.com/store/apps/details?id=org.wycliffe.mixtecochayuco.mih	https://www.scriptureearth.org/data/mih/study/mihNT_Mixteco_Chayuco3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 236MB) ## https://www.scriptureearth.org/data/mih/study/mihNT_Mixteco_Chayuco-4.7.apk: (para dispositivos móviles con menos de Android 4.0 19MB) ## https://www.scriptureearth.org/data/mih/study/mihNT_Mixteco_Chayuco3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 220MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-chayuco-nt-mih		https://www.bible.com/bible/793/MAT.1	https://www.globalrecordings.net/en/language/mih	1	https://www.scriptureearth.org/data/mih/study/mih_MAT_REV.jar											https://www.scriptureearth.org/data/mih/video/mih-johnvids.txt ## https://www.scriptureearth.org/data/mih/video/mih-johnvids-640.txt	https://www.scriptureearth.org/data/mih/video/mih-scripture-videos.txt ## https://www.scriptureearth.org/data/mih/video/mih-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mih	
Mixtec, Coatzospan	Mixteco de Teotitlán, Mixteco de Coatzóspan, Teotitlán Mixtec, Tu'un davi	miz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=miz	Mexico	27	260			1	1									1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecocoatzospan.miz	https://www.scriptureearth.org/data/miz/study/mizNT_Mixteco_Coatzospan3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 167MB) ## https://www.scriptureearth.org/data/miz/study/mizNT_Mixteco_Coatzospan-4.7.apk: (para dispositivos móviles con menos de Android 4.0 15MB) ## https://www.scriptureearth.org/data/miz/study/mizNT_Mixteco_Coatzospan3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 153MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-coatzospan-nt-miz	https://live.bible.is/bible/MIZTBL/Mat/1	https://www.bible.com/bible/713/MAT.1	https://www.globalrecordings.net/en/language/miz	1	https://www.scriptureearth.org/data/miz/study/miz_MAT_REV.jar				https://www.scriptureearth.org/data/miz/video/LukeVideo-miz.txt							https://www.scriptureearth.org/data/miz/video/miz-johnvids.txt ## https://www.scriptureearth.org/data/miz/video/miz-johnvids-640.txt	https://www.scriptureearth.org/data/miz/video/miz-scripture-videos.txt ## https://www.scriptureearth.org/data/miz/video/miz-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/miz	
Mixtec, Coicoyán	M. de San Juan Piñas, M. de Juxtlahuaca, M. de San Martín Peras, Mixteco de San Juan Piñas, Mixteco de Juxtlahuaca, Mixteco de San Martín Peras, Coicoyán, San Juan Piñas, San Martín Peras, Mixtec, Western Juxtlahuaca, Coicoyán Mixtec, Mixteco del Oeste de Juxtlahuaca, To'on Savi	jmx			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=jmx	Mexico		16		16											1																														language map: https://joshuaproject.net/languages/jmx	
Mixtec, Cuquila	(See Mixtec, Ocotepec), Mixtec Ocotepec, Mixtec Ocotepec: Santa Catarina Yosonotu, Mixtec, Ocotepec	mie	6387		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mie&ROD_Code=6387	Mexico															1							https://globalrecordings.net/en/language/6387	1				https://www.scriptureearth.org/data/mie/video/JESUSFilm-mie-06387.txt																		language map: https://joshuaproject.net/languages/mie	
Mixtec, Diuxi-Tilantongo	Mixteco Central de Nochixtlán, Central Nochixtlán Mixtec, Mixteco del Este Central, Tnu'un dau	xtd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=xtd	Mexico	27				1				unknown						1		https://play.google.com/store/apps/details?id=org.wycliffe.mixtecodiuxi.xtd	https://www.scriptureearth.org/data/xtd/study/xtdNT_Mixteco_Diuxi-Tilantongo3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 244MB) ## https://www.scriptureearth.org/data/xtd/study/xtdNT_Mixteco_Diuxi-Tilantongo-4.7.apk: (para dispositivos móviles con menos de Android 4.0 17MB) ## https://www.scriptureearth.org/data/xtd/study/xtdNT_Mixteco_Diuxi-Tilantongo3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 227MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-diuxi-y-tilantongo-nt-xtd	https://live.bible.is/bible/XTDTBL/Mat/1	https://www.bible.com/bible/719/MAT.1	https://www.globalrecordings.net/en/language/xtd	1	https://www.scriptureearth.org/data/xtd/study/xtd_MAT_REV.jar			https://www.scriptureearth.org/data/xtd/video/JESUSFilm-xtd.txt								https://www.scriptureearth.org/data/xtd/video/xtd-johnvids.txt ## https://www.scriptureearth.org/data/xtd/video/xtd-johnvids-640.txt	https://www.scriptureearth.org/data/xtd/video/xtd-scripture-videos.txt ## https://www.scriptureearth.org/data/xtd/video/xtd-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/xtd	
Mixtec, Jamiltepec	Mixteco de la Costa Chica de Oaxaca	mxt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mxt	Mexico	27	260			1	1		50	unknown	50					1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecojamiltepec.mxt	https://www.scriptureearth.org/data/mxt/study/mxtNT_Mixteco_Jamiltepec3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 190MB) ## https://www.scriptureearth.org/data/mxt/study/mxtNT_Mixteco_Jamiltepec-4.7.apk: (para dispositivos móviles con menos de Android 4.0 17MB) ## https://www.scriptureearth.org/data/mxt/study/mxtNT_Mixteco_Jamiltepec3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 179MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-jamiltepec-nt-mxt	https://live.bible.is/bible/MXTTBL/Mat/1	https://www.bible.com/bible/775/MAT.1	https://www.globalrecordings.net/en/language/mxt	1	https://www.scriptureearth.org/data/mxt/study/mxt_MAT_REV.jar				https://www.scriptureearth.org/data/mxt/video/LukeVideo-mxt.txt								https://www.scriptureearth.org/data/mxt/video/mxt-scripture-videos.txt ## https://www.scriptureearth.org/data/mxt/video/mxt-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mxt	
Mixtec, Jamiltepec Noroeste	M. de Santiago Ixtayutla, Mixteco del noreste de Jamiltepec, Northeastern Jamiltepec Mixtec, Tu'un savi	vmj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=vmj	Mexico															1		https://play.google.com/store/apps/details?id=org.scriptureearth.mixtecoixtayutla.vmj																			https://www.scriptureearth.org/data/vmj/video/vmj-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/vmj	
Mixtec, Juxtlahuaca	Central Juxtlahuaca Mixtec, Mixteco de Juxtlahuaca, Mixteco de Juxtlahuaca	vmc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=vmc	Mexico															1							https://globalrecordings.net/en/language/4050					https://www.scriptureearth.org/data/vmc/video/JESUSFilm-vmc.txt																		language map: https://joshuaproject.net/languages/vmc	
Mixtec, Magdalena Peñasco	M. de San Agustín Tlacotepec, Mixteco de San Agustín Tlacotepec, San Agustín Tlacotepec Mixtec, San Cristóbal Amoltepec Mixtec, San Mateo Peñasco Mixtec, Tlacotepec Mixtec, Peñasco Mixtec, Sa'an Ñuu Savi	xtm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=xtm	Mexico	27	82		82	1		4	31	4	31					1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecomagdalenapenasco.xtm	https://www.scriptureearth.org/data/xtm/study/xtmNT_Mixteco_Magdalena_Penasco3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento y Proverbios 223MB) ## https://www.scriptureearth.org/data/xtm/study/xtmNT_Mixteco_Magdalena_Penasco-4.7.apk: (para dispositivos móviles con menos de Android 4.0 18MB) ## https://www.scriptureearth.org/data/xtm/study/xtmNT_Mixteco_Magdalena_Penasco3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 188MB)		https://live.bible.is/bible/XTMWBT/mat/1	https://www.bible.com/bible/847/MAT.1	https://www.globalrecordings.net/en/language/xtm	1			los libros de Génesis y proverbios									https://www.scriptureearth.org/data/xtm/video/xtm-johnvids.txt ## https://www.scriptureearth.org/data/xtm/video/xtm-johnvids-640.txt	https://www.scriptureearth.org/data/xtm/video/xtm-scripture-videos.txt ## https://www.scriptureearth.org/data/xtm/video/xtm-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/xtm	
Mixtec, Mechoacán	Tyeꞌe Ñi, Mixteco de Sta. Catarina Mechoacán, Oaxaca, Djaꞌan Xiñi Djavi	mih	micho		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mih&ROD_Code=micho	Mexico															1		https://play.google.com/store/apps/details?id=org.wycliffe.mixtecomechoacan.mih	https://www.scriptureearth.org/data/mih/study/mihNT_Mixteco_Mechoacan3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 200MB)		https://live.bible.is/bible/MIHUNT/MRK/1																									language map: https://joshuaproject.net/languages/mih	
Mixtec, Metlatonoc	M. de San Rafael, Mixteco de San Rafael, Mixtec, Metlatónoc	mxv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mxv	Mexico		260				1									1		https://play.google.com/store/apps/details?id=org.wycliffe.mixtecometlatonoc	https://www.scriptureearth.org/data/mxv/study/mxvNT_Mixteco_Metlatonoc3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 234MB) ## https://www.scriptureearth.org/data/mxv/study/mxvNT_Mixteco_Metlatonoc-4.7.apk: (para dispositivos móviles con menos de Android 4.0 20MB) ## https://www.scriptureearth.org/data/mxv/study/mxvNT_Mixteco_Metlatonoc3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 215MB)			https://www.bible.com/bible/1790/MAT.1	https://www.globalrecordings.net/en/language/mxv					https://www.scriptureearth.org/data/mxv/video/JESUSFilm-mxv.txt								https://www.scriptureearth.org/data/mxv/video/mxv-johnvids.txt ## https://www.scriptureearth.org/data/mxv/video/mxv-johnvids-640.txt	https://www.scriptureearth.org/data/mxv/video/mxv-scripture-videos.txt ## https://www.scriptureearth.org/data/mxv/video/mxv-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mxv	
Mixtec, Mixtepec	M. del Este de Juxtlahuaca, Mixteco del Este de Juxtlahuaca, Eastern Juxtlahuaca Mixtec, Mixteco de Oeste Central	mix			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mix	Mexico	4	89	4	89											1		https://play.google.com/store/apps/details?id=org.scriptureearth.mixtecomixtepec.mix	https://www.scriptureearth.org/data/mix/study/mixLUK_Mixteco_Mixtepec-4.7.apk: (el texto y audio de Lucas--para dispositivos móviles con menos de Android 4.0)				https://www.globalrecordings.net/en/language/mix						https://www.scriptureearth.org/data/mix/video/LukeVideo-mix.txt							https://www.scriptureearth.org/data/mix/video/mix-johnvids.txt ## https://www.scriptureearth.org/data/mix/video/mix-johnvids-640.txt	https://www.scriptureearth.org/data/mix/video/mix-scripture-videos.txt									language map: https://joshuaproject.net/languages/mix	
Mixtec, Northern Tlaxiaco	Mixteco de San Juan Ñumí, San Antonino Monte Verde, San Antonio Nduaxico, San Sebastián Nicananduta, Santiago Nundiche, Yosoñama, Mixteco del Norte de Tlaxiaco, Sa'an nda'u, Sa'an savi, Ñumí Mixtec	xtn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=xtn	Mexico	27	260			1	1	9	342	9	342					1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixteconortetlaxiaco.xtn	https://www.scriptureearth.org/data/xtn/study/xtnNT_Mixteco_norte_Tlaxiaco3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento y otros libros 327MB) ## https://www.scriptureearth.org/data/xtn/study/xtnNT_Mixteco_norte_Tlaxiaco-4.7.apk: (para dispositivos móviles con menos de Android 4.0 17MB) ## https://www.scriptureearth.org/data/xtn/study/xtnNT_Mixteco_norte_Tlaxiaco3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 278MB)		https://live.bible.is/bible/XTNTBL/Mat/1	https://www.bible.com/bible/1561/MAT.1	https://www.globalrecordings.net/en/language/xtn					https://www.scriptureearth.org/data/xtn/video/JESUS-xtn.txt ## https://www.scriptureearth.org/data/xtn/video/JESUSFilm-xtn.txt				https://www.scriptureearth.org/data/xtn/video/GenesisVideo-xtn.txt				https://www.scriptureearth.org/data/xtn/video/xtn-johnvids.txt ## https://www.scriptureearth.org/data/xtn/video/xtn-johnvids-640.txt	https://www.scriptureearth.org/data/xtn/video/xtn-scripture-videos.txt ## https://www.scriptureearth.org/data/xtn/video/xtn-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/xtn	
Mixtec, Oaxaca Noroeste	Mixteco de Yucuná, Mixteco del Noroeste, Tu'un davi	mxa			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mxa	Mexico															1												https://www.scriptureearth.org/data/mxa/video/JESUSFilm-mxa.txt																		language map: https://joshuaproject.net/languages/mxa	
Mixtec, Ocotepec	Mixteco de Santo Tomas Ocotepec, Mixteco de Santo Tomás Ocotepec, Mixteco, Ocotepec, Mixteco: Santo Tomas Ocotepec, Ocotepec Mixtec, Mixteco de Sierra Sur Noroeste, Santo Tomás Ocotepec Mixtec, Tu'un savi	mie			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=mie	Mexico	27	260			1	1			unknown						1		https://play.google.com/store/apps/details?id=org.wycliffe.mixtecoocotepec.mie	https://www.scriptureearth.org/data/mie/study/mieNT_Mixteco_Ocotepec3gp-8.3.1.apk: (con el texto y audio del Nuevo Testamento 209MB) ## https://www.scriptureearth.org/data/mie/study/mieNT_Mixteco_Ocotepec-4.7.apk: (para dispositivos móviles con menos de Android 4.0 17MB) ## https://www.scriptureearth.org/data/mie/study/mieNT_Mixteco_Ocotepec3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 190MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-ocotepec-nt-mie	https://live.bible.is/bible/MIETBL/Mat/1	https://www.bible.com/bible/785/MAT.1	https://globalrecordings.net/en/language/2897	1	https://www.scriptureearth.org/data/mie/study/mie_MAT_REV.jar			https://www.scriptureearth.org/data/mie/video/JESUSFilm-mie.txt	https://www.scriptureearth.org/data/mie/video/LukeVideo-mie.txt							https://www.scriptureearth.org/data/mie/video/mie-johnvids.txt ## https://www.scriptureearth.org/data/mie/video/mie-johnvids-640.txt	https://www.scriptureearth.org/data/mie/video/mie-scripture-videos.txt ## https://www.scriptureearth.org/data/mie/video/mie-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mie	
