English Language Name	Alternate Language Name	iso	rod	var	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scripture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps	
Meꞌphaa, Teocuitlapa	Me'paa, Me'phàà, Tlapaneco, Me’phaa de Teocuitlapa, Me'phaa Xma’íín, Me’phaa de Zoquitlán, Me’phaa del Noroeste Bajo, Me’phaa de Platanillo, Mepaa	tpx	teocu		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tpx&rod=teocu	Mexico							1	4	1	4					1		Jonás: https://play.google.com/store/apps/details?id=org.scriptureearth.mephaateocuitlapa.tpx										https://www.scriptureearth.org/data/tpx/video/https://www.jesusfilm.org/watch/jesus.html/mephaa-de-acatapec.html									https://www.scriptureearth.org/data/tpx/video/tpxT-scripture-videos.txt ## https://www.scriptureearth.org/data/tpx/video/tpxT-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/tpx	
Meꞌphaa, Tlacoapa	Tenamazapa, Tlacoapa, Me'phaa, Tlacoapa, Mephaa, Me'phaa de Tlacoapa, Miꞌpha̱a̱ Míŋuíí, Miphaa, Tlacoapa Tlapanec, Tlapaneco, Tlapaneco de Tlacoapa, Tlapaneco del Centro	tpl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tpl	Mexico																											https://www.scriptureearth.org/data/tpl/video/JESUSFilm-tpl.txt ## https://www.scriptureearth.org/data/tpl/video/https://www.jesusfilm.org/watch/jesus.html/tlapaneco-de-tlacoapa.html																		language map: https://joshuaproject.net/languages/tpl	
Mgbolizhia	Mgbo, Ngbo	gmz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gmz	Nigeria																											https://www.scriptureearth.org/data/gmz/video/JESUSFilm-gmz.txt																		language map: https://joshuaproject.net/languages/gmz	
Mian	Mianmin, Upper August River, Usage	mpt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mpt	Papua New Guinea	27				1										1		https://play.google.com/store/apps/details?id=org.wycliffe.mpt.mian.nt		New Testament: https://virtualstorehouse.org/products/mian-nt-mpt-916	https://live.bible.is/bible/MPTWBT	https://www.bible.com/bible/1167/MAT.1	https://globalrecordings.net/en/langcode/mpt	1	https://www.scriptureearth.org/data/mpt/study/MianNT.jar	https://www.scriptureearth.org/data/mpt/study/mpt.bbl.mybible																				language map: https://joshuaproject.net/languages/mpt	
Migaama	Dambiya, Doga, Gamiya, Migaama, Ndambiya, Dionkor, Djonkor, Dyongor, Jongor, Jonkor, Migama	mmy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mmy	Chad																					Migaama: https://www.bible.com/en-GB/bible/2999/MAT.1	https://www.globalrecordings.net/en/language/mmy																							language map: https://joshuaproject.net/languages/mmy	
Migabac	Migaba', Central Migabac, North Migabac, South Migabac	mpp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mpp	Papua New Guinea		260				1									1		https://play.google.com/store/apps/details?id=org.wycliffe.mpp.migabac.pb	https://www.scriptureearth.org/data/mpp/study/Migabac_Bible-1.8.apk		- 2019 Wycliffe Bible Translators, Inc.: https://live.bible.is/bible/MPPWBT/	Wapongte Mic-Yowa Gbolicne: https://www.bible.com/bible/870/MAT.1	https://www.globalrecordings.net/en/language/mpp	1												https://www.scriptureearth.org/data/mpp/video/mpp-JohnSlide.txt ## https://www.scriptureearth.org/data/mpp/video/mpp-JohnSlide-download.txt	https://www.scriptureearth.org/data/mpp/video/mpp-ScrSlide.txt ## https://www.scriptureearth.org/data/mpp/video/mpp-ScrSlide-download.txt									language map: https://joshuaproject.net/languages/mpp	
Migili	Lijili, Jili, Koro Lafia, Koro of Lafia, Ligili, Megili, Mijili	mgi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mgi	Nigeria																											https://www.scriptureearth.org/data/mgi/video/JESUSFilm-mgi.txt																		language map: https://joshuaproject.net/languages/mgi	
MIji		sjl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=sjl	India																																										http://www.onestory-media.org/sjl			language map: https://joshuaproject.net/languages/sjl	
Miju-Mishmi	Geman Deng, Kaman, Keman, Miji, Miju, Mishmi, Eastern Mishmi, Geman Dend, Kman	mxj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mxj	China, India																											https://www.scriptureearth.org/data/mxj/video/JESUSFilm-mxj.txt																			
Mina	Agoi, Anexo, Gen, Gliji, Ge, Gegbe, Gen-Gbe, Guin, Mina-Gen, Popo, Gebe	gej			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gej	Benin, Togo																				https://live.bible.is/bible/GEJBS2	GƐ̃GBE BIBLIA 2014 (GEN): https://www.bible.com/bible/2236/MAT.1	https://www.globalrecordings.net/en/language/gej					https://www.scriptureearth.org/data/gej/video/JESUSFilm-gej.txt																			
Minangkabau	Agam, Aneuk Jamee, Batu Sangkar-Pariangan, Kerinci-Minangkabau, Orang Mamak, Pajokumbuh, Pancuang Soal, Penghulu, Si Junjung, Singkarak, Tanah, Ulu, Jamee, Muko-Muko, Minang, Padang	min			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=min	Indonesia																				https://live.bible.is/bible/MINLAI		https://www.globalrecordings.net/en/language/min					https://www.scriptureearth.org/data/min/video/JESUSFilm-min.txt																		language map: https://joshuaproject.net/languages/min	
Minaveha	Kukuya, Minavega, Minavega	mvn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mvn	Papua New Guinea															1		https://play.google.com/store/apps/details?id=https://play.google.com/store/apps/details?id=org.wycliffe.mvn.minaveha.nt				https://www.bible.com/bible/1261/MAT.1	https://globalrecordings.net/en/language/2217	1		https://www.scriptureearth.org/data/mvn/study/mvn.bbl.mybible																				language map: https://joshuaproject.net/languages/mvn	
Mingrelian	Margali, Margaluri, Megrel, Megrelian, Megruli	xmf			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=xmf	Georgia																											https://www.scriptureearth.org/data/xmf/video/JESUSFilm-xmf.txt																		language map: https://joshuaproject.net/languages/xmf	
Minimib	Kalam, Aforo, Karam	kmh	3009b		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kmh&rod=3009b	Papua New Guinea	27				1										1		https://play.google.com/store/apps/details?id=org.wycliffe.kmhm.minimib.nt		New Testament: https://virtualstorehouse.org/products/minimib-nt-kmhm	https://live.bible.is/bible/AAHWBT	Mɨnɨm Komiŋ (KMHMNT): https://www.bible.com/bible/1029/MAT.1	https://www.globalrecordings.net/en/language/kmh	1	https://www.scriptureearth.org/data/kmh/study/MinimibNT.jar	https://www.scriptureearth.org/data/kmh/study/kmhM.bbl.mybible																				language map: https://joshuaproject.net/languages/kmh	
Mirandese	Mirandese Central, Mirandés Meridional, Mirandés Setentrional, Miranadese Normal, Mirandés Raiano, Mirandés Sendinês, Sendinês, Mirandés, Mirandês	mwl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mwl	Portugal																					https://www.bible.com/bible/1764/MAT.1	https://www.globalrecordings.net/en/language/mwl																							language map: https://joshuaproject.net/languages/mwl	
Mirgan	Batasuna, Jagdal Pur, Kosagumuda, Kotpad, Nabarang Pur, Umerkote, Mirgami, Mirkan, Panika, Panka	zrg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=zrg	India																											https://www.scriptureearth.org/data/zrg/video/JESUSFilm-zrg.txt																		language map: https://joshuaproject.net/languages/zrg	
Mirpuri Pahari	Panjabi, Pahari, Mirpuri	pmu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=pmu	India, Pakistan																						https://www.globalrecordings.net/en/language/pmu						https://www.scriptureearth.org/data/pmu/video/LukeVideo-pmu.txt				https://www.scriptureearth.org/data/pmu/video/GodsStory-pmu.txt													language map: https://joshuaproject.net/languages/pmu	
Misima-Panaeyati	Misiman, Misima-Paneati, Panaeati, Panaieti, Panayeti, Paneate, Paneyate, Nasikwabw, Tewatewa, Tokunu, Misima-Panaeati	mpx			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mpx	Papua New Guinea	27				1		7		7						1		https://play.google.com/store/apps/details?id=org.scriptureearth.mpx.pb.apk		Bible: https://virtualstorehouse.org/products/misima-paneati-bible-mpx	https://live.bible.is/bible/MPXPNG	https://www.bible.com/bible/1482/MAT.1	https://globalrecordings.net/en/langcode/mpx	1	https://www.scriptureearth.org/data/mpx/study/Misima-Paneati_Scriptures.jar	https://www.scriptureearth.org/data/mpx/study/mpx.bbl.mybible			https://www.scriptureearth.org/data/mpx/video/mpx-LukeVideo.txt																	language map: https://joshuaproject.net/languages/mpx	
Mising	Miching, Miri, Mishing, Missing, Takam	mrg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mrg	India																					https://www.bible.com/bible/1078/MAT.1	https://www.globalrecordings.net/en/language/mrg					https://www.scriptureearth.org/data/mrg/video/JESUSFilm-mrg.txt																		language map: https://joshuaproject.net/languages/mrg	
Miskito	Mískito, Marquito, Mosquito, Mískitu, Mísquito, Baymuna, Cabo, Honduran Mískito, Tawira, Wanki, Baldam, Baymunana, Kabo, Mam, Tauira, Wangki, Miskuto	miq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=miq	Honduras, Nicaragua																				https://live.bible.is/bible/MIQSBN	DAWAN BÎLA AISKA (MSKTU): https://www.bible.com/bible/298/MAT.1 ## DAWAN BÎLA AISKA (MSKTU): https://www.bible.com/bible/433/MAT.1	https://www.globalrecordings.net/en/language/miq					https://www.scriptureearth.org/data/miq/video/JESUSFilm-miq.txt															http://www.onestory-media.org/miq			language map: https://joshuaproject.net/languages/miq	
Mixe, Coatlán	Mixe Sur, Mixe Camotlán, Mixe Suroeste, Camotlán Mixe, Coatlán Mixe, Ayuk, Southeastern Mixe	mco			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mco	Mexico	27	260			1	1									1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixecoatlan.mco	https://www.scriptureearth.org/data/mco/study/mcoNT_Mixe_Coatlan3gp-9.2.1.apk: (con el texto y audio del Nuevo Testamento 186MB) ## https://www.scriptureearth.org/data/mco/study/mcoNT_Mixe_Coatlan-4.7.apk: (para dispositivos móviles con menos de Android 4.0 16MB) ## https://www.scriptureearth.org/data/mco/study/mcoNT_Mixe_Coatlan3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 164MB)	New Testament: https://virtualstorehouse.org/products/mixe-de-coatlan-nt-mco	https://live.bible.is/bible/MCOTBL	https://www.bible.com/bible/826/MAT.1	https://www.globalrecordings.net/en/language/mco	1	https://www.scriptureearth.org/data/mco/study/mco_MAT_REV.jar			https://www.scriptureearth.org/data/mco/video/JESUSFilm-mco.txt								https://www.scriptureearth.org/data/mco/video/mco-johnvids.txt ## https://www.scriptureearth.org/data/mco/video/mco-johnvids-640.txt	https://www.scriptureearth.org/data/mco/video/mco-scripture-videos.txt ## https://www.scriptureearth.org/data/mco/video/mco-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mco	
Mixe, Isthmus	Guichicovi, Ayuk, hagunaax, hayuuc, Mixe del Este, Mixe del Paso Real, Mixe, Isthmus, Eastern Mixe	mir			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mir	Mexico	27	260			1	1									1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixeistmo.mir	https://www.scriptureearth.org/data/mir/study/mirNT_Mixe_Istmo3gp-9.3.apk: (con el texto y audio del Nuevo Testamento 174MB) ## https://www.scriptureearth.org/data/mir/study/mirNT_Mixe_Istmo-4.7.apk: (para dispositivos móviles con menos de Android 4.0 16MB) ## https://www.scriptureearth.org/data/mir/study/mirNT_Mixe_Istmo3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 157MB)	New Testament: https://virtualstorehouse.org/products/mixe-de-guichicovi-nt-mir	https://live.bible.is/bible/MIRTBL	https://www.bible.com/bible/740/MAT.1	https://globalrecordings.net/en/language/2456	1	https://www.scriptureearth.org/data/mir/study/mir_MAT_REV.jar				https://www.scriptureearth.org/data/mir/video/LukeVideo-mir.txt							https://www.scriptureearth.org/data/mir/video/mir-johnvids.txt ## https://www.scriptureearth.org/data/mir/video/mir-johnvids-640.txt										language map: https://joshuaproject.net/languages/mir	
Mixe, Juquila	Mixe de Ocotepec, Juquila Mixe, Ocotepec Mixe, Ayuk, South Central Mixe	mxq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mxq	Mexico	27	260			1	1									1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixejuquila.mxq	https://www.scriptureearth.org/data/mxq/study/mxqNT_Mixe_Juquila3gp-9.3.apk: (con el texto y audio del Nuevo Testamento 157MB) ## https://www.scriptureearth.org/data/mxq/study/mxqNT_Mixe_Juquila-4.7.apk: (para dispositivos móviles con menos de Android 4.0 14MB) ## https://www.scriptureearth.org/data/mxq/study/mxqNT_Mixe_Juquila3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 139MB)	New Testament: https://virtualstorehouse.org/products/mixe-de-juquila-nt-mxq ## Nuevo Testamento: https://www.amazon.com.mx/Juquila-Testament-Wycliffe-Bible-Translators/dp/1531304567/ref=sr_1_3?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3JM6AZ4GXLIIQ&keywords=new+testament ## New Testament: https://www.amazon.com/Juquila-Testament-Wycliffe-Bible-Translators/dp/1531304567/ref=sr_1_1?crid=4UUDDIZ00WGS&keywords=digital+bible+society+wycliffe+juquila&qid=1649094251&sprefi	https://live.bible.is/bible/MXQTBL	https://www.bible.com/bible/768/MAT.1	https://www.globalrecordings.net/en/language/mxq	1	https://www.scriptureearth.org/data/mxq/study/mxq_MAT_REV.jar											https://www.scriptureearth.org/data/mxq/video/mxq-johnvids.txt ## https://www.scriptureearth.org/data/mxq/video/mxq-johnvids-640.txt	https://www.scriptureearth.org/data/mxq/video/mxq-scripture-videos.txt ## https://www.scriptureearth.org/data/mxq/video/mxq-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mxq	
Mixe, Mazatlán	M. de Tutla, Mixe de Tutla, Ayuuk, East Central Mixe, Tutla Mixe	mzl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mzl	Mexico																				https://live.bible.is/bible/MZLBSM	https://www.bible.com/bible/357/MAT.1	https://globalrecordings.net/en/language/2822						https://www.scriptureearth.org/data/mzl/video/LukeVideo-mzl.txt																	language map: https://joshuaproject.net/languages/mzl	
Mixe, north central	Zacatepec, Mixe de San Juan Cotzocón, Puxmetecán, Mixe de Atitlán, Mixe del norte central, Atitlán Mixe, Cotzocón Mixe, Mixistlan, Olotepec, Mixe, North Central, Ayuuk, Hayuuk, Northeastern Mixe	neq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=neq	Mexico		260				1														https://live.bible.is/bible/NEQTBN		https://www.globalrecordings.net/en/language/neq					https://www.scriptureearth.org/data/neq/video/JESUSFilm-neq.txt																		language map: https://joshuaproject.net/languages/neq	
Mixe, Quetzaltepec	Mixe de Chusnabán (Chuxnabán), Central Mixe, Chuxnabán Mixe, Midland Mixe, Mixe Alto del Sur	pxm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=pxm	Mexico								50		50										https://live.bible.is/bible/PXMBSM	Biblia Mixe de Quetzaltepec (QUETZMIXE): https://www.bible.com/bible/2130/MAT.1 ## Mixe de Quetzaltepec. Translation proyect: https://www.bible.com/en-GB/bible/3021/MAT.1	https://www.globalrecordings.net/en/language/pxm																							language map: https://joshuaproject.net/languages/pxm	
Mixe, Tlahuitoltepec	Mixe del Este, Mixe Alto del Centro, West Central Mixe	mxp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mxp	Mexico	27				1										1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixetlahuitoltepec.mxp	https://www.scriptureearth.org/data/mxp/study/mxpNT_Mixe_Tlahuitoltepec-4.7.apk: (para dispositivos móviles con menos de Android 4.0)	New Testament: https://virtualstorehouse.org/products/mixe-de-tlahuitoltepec-nt-mxp ## Nuevo Testamento: https://www.amazon.com.mx/Tlahuitoltepec-Testament-Wycliffe-Bible-Translators/dp/1531304559/ref=sr_1_1?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3JM6AZ4GXLIIQ&keywords=new+te ## New Testament: https://www.amazon.com/Tlahuitoltepec-Testament-Wycliffe-Bible-Translators/dp/1531304559/ref=sr_1_2?crid=270TIL7FW3RB2&keywords=%22Tlahuitoltepec+Mixe+New+Testament%22&qid=16491033		https://www.bible.com/bible/743/MAT.1	https://www.globalrecordings.net/en/language/mxp	1																						language map: https://joshuaproject.net/languages/mxp	
Mixe, Totontepec	Mixe de Norte, Ayuk, Mixe Alto del Norte, Northwestern Mixe	mto			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mto	Mexico	27				1										1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixetotontepec.mto	https://www.scriptureearth.org/data/mto/study/mtoNT_Mixe_Totontepec3gp-9.0.1.apk: (con el texto y audio del Nuevo Testamento 202MB) ## https://www.scriptureearth.org/data/mto/study/mtoNT_Mixe_Totontepec-4.7.apk: (para dispositivos móviles con menos de Android 4.0 19MB) ## https://www.scriptureearth.org/data/mto/study/mtoNT_Mixe_Totontepec3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 188MB)	New Testament: https://virtualstorehouse.org/products/mixe-de-totontepec-mto	https://live.bible.is/bible/MTOTBL	https://www.bible.com/bible/723/MAT.1 ## Lucas in Mixe of Huitepec: https://www.bible.com/en-GB/bible/3018/MAT.1 ## Lucas en Mixe de Yalalag: https://www.bible.com/en-GB/bible/3019/MAT.1	https://www.globalrecordings.net/en/language/mto	1	https://www.scriptureearth.org/data/mto/study/mto_Mat_rev.jar																					language map: https://joshuaproject.net/languages/mto	
Mixtec, Alacatlatzala	Mixteco de la Sierra de Guerrero, Mixteco de Potoichan, Atlamajalcingo del Monte, Cahuatache Tototepec, Cuatzoquitengo, Plan de Guadalupe, Potoichán, Ocuapa, Central Misteko, Highland Guerrero Mixtec, To'on Savi	mim			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mim	Mexico		260				1		50		50					1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mixtecoalacatlatzala.mim	https://www.scriptureearth.org/data/mim/study/mimNT_Mixteco_Alacatlatzala3gp-9.2.1.apk: (con el texto y audio del Nuevo Testamento 331MB)		https://live.bible.is/bible/MIMTBN	Alacatlatzala Mixtec New Testament (MIM): https://www.bible.com/en-GB/bible/2439/MAT.1	https://www.globalrecordings.net/en/language/mim	1			el libro de Génesis	https://www.scriptureearth.org/data/mim/video/JESUSFilm-mim.txt								https://www.scriptureearth.org/data/mim/video/mim-johnvids.txt ## https://www.scriptureearth.org/data/mim/video/mim-johnvids-640.txt	https://www.scriptureearth.org/data/mim/video/mim-scripture-videos.txt ## https://www.scriptureearth.org/data/mim/video/mim-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mim	
Mixtec, Alcozauca (Xochapa)	Mixteco de Xochapa, Petlacalancingo Mixtec, Xochapa Mixtec, Mixtec, Alcozauca, Mixteco de Alocozauca	xta			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=xta	Mexico	1	60	1	60											1		https://play.google.com/store/apps/details?id=org.scriptureearth.mixtecoalcozauca.xta			- 2001-2006 The Bible League: https://live.bible.is/bible/XTATNB		https://www.globalrecordings.net/en/language/xta				resumen de Génesis									https://www.scriptureearth.org/data/xta/video/xta-johnvids.txt ## https://www.scriptureearth.org/data/xta/video/xta-johnvids-640.txt										language map: https://joshuaproject.net/languages/xta	
Mixtec, Amoltepec	Mixteco de Sola de Vega del Oeste, Tnu'u Ñuu Savi, Western Sola de Vega Mixtec	mbz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mbz	Mexico	1	16	1	16											1		https://play.google.com/store/apps/details?id=org.scriptureearth.mixtecoamoltepec.mbz	https://www.scriptureearth.org/data/mbz/study/mbzMRK_Mixteco_Amoltepec-4.7.apk: (para dispositivos móviles con menos de Android 4.0)		- 2007 The Bible League: https://live.bible.is/bible/MBZWBT		https://www.globalrecordings.net/en/language/mbz					https://www.scriptureearth.org/data/mbz/video/JESUSFilm-mbz.txt									https://www.scriptureearth.org/data/mbz/video/mbz-scripture-videos.txt ## https://www.scriptureearth.org/data/mbz/video/mbz-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mbz	
Mixtec, Apoala	M. de Santiago Apoala, Chocho, M. del Norte de Nochixtlán M., Mixteco de Santiago Apoala, Santa María Apasco, Mixteco del Norte de Nochixtlán, Apasco Mixtec, Apoala Mixtec, Northern Nochixtlán Mixtec	mip			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mip	Mexico																				https://live.bible.is/bible/MIPUTI		https://www.globalrecordings.net/en/language/mip					https://www.scriptureearth.org/data/mip/video/JESUSFilm-mip.txt																		language map: https://joshuaproject.net/languages/mip	
Mixtec, Atatláhuca	Mixtec, Atatlahuca, Mixteco de San Esteban Atatlahuca, San Esteban Atatlahuca Mixteco, South Central Tlaxiaco Mixtec	mib			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mib	Mexico	27				1										1	1	https://play.google.com/store/apps/details?id=org.wycliffe.mib.mixtecoatatlahuca	https://www.scriptureearth.org/data/mib/study/mibNT_Mixteco_Atatlahuca3gp-9.1.apk: (con el texto y audio del Nuevo Testamento 201MB) ## https://www.scriptureearth.org/data/mib/study/mibNT_Mixteco_Atatlahuca-4.7.apk: (para dispositivos móviles con menos de Android 4.0 MB) ## https://www.scriptureearth.org/data/mib/study/mibNT_Mixteco_Atatlahuca3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-atatlahuca-nt-mib	https://live.bible.is/bible/MIBTBL	https://www.bible.com/bible/851/MAT.1	https://www.globalrecordings.net/en/language/mib	1	https://www.scriptureearth.org/data/mib/study/mib_MAT_REV.jar											https://www.scriptureearth.org/data/mib/video/mib-johnvids.txt ## https://www.scriptureearth.org/data/mib/video/mib-johnvids-640.txt										language map: https://joshuaproject.net/languages/mib	
Mixtec, Ayutla	M. de Ayutla, Mixteco de Ayutla, Mixteco de la Costa de Guerrero, Coastal Guerrero Mixtec, Tu'un savi	miy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=miy	Mexico	27				1			283		283					1		https://play.google.com/store/apps/details?id=org.wycliffe.mixtecocostaguerrero.miy	https://www.scriptureearth.org/data/miy/study/miyNT_Mixteco_Costa_Guerrero3gp-9.0.1.apk: (con el texto y audio del Nuevo Testamento y más 249MB) ## https://www.scriptureearth.org/data/miy/study/miyNT_Mixteco_Costa_Guerrero-4.7.apk: (para dispositivos móviles con menos de Android 4.0 18MB) ## https://www.scriptureearth.org/data/miy/study/miyNT_Mixteco_Costa_Guerrero3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 172MB) ## https://www.scriptureearth.org/data/miy/study/miy-Ayutla_Jonas-1.0.apk: (Jonás)		https://live.bible.is/bible/MIYWYI	https://www.bible.com/bible/1659/MAT.1	https://www.globalrecordings.net/en/language/miy	1		https://www.scriptureearth.org/data/miy/study/miy.bbl.mybible	Libros del Antiguo Testamento	https://www.scriptureearth.org/data/miy/video/JESUSFilm-miy.txt								https://www.scriptureearth.org/data/miy/video/miy-johnvids.txt ## https://www.scriptureearth.org/data/miy/video/miy-johnvids-640.txt	https://www.scriptureearth.org/data/miy/video/miy-scripture-videos.txt ## https://www.scriptureearth.org/data/miy/video/miy-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/miy	
Mixtec, Chayuco	Mixteco del Este de Jamiltepec-Chayuco, Eastern Jamiltepec-Chayuco Mixtec, Mixteco de Chayucu, Tu'un savi	mih			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mih	Mexico	27	260			1	1									1		https://play.google.com/store/apps/details?id=org.wycliffe.mixtecochayuco.mih	https://www.scriptureearth.org/data/mih/study/mihNT_Mixteco_Chayuco3gp-9.2.1.apk: (con el texto y audio del Nuevo Testamento 239MB) ## https://www.scriptureearth.org/data/mih/study/mihNT_Mixteco_Chayuco-4.7.apk: (para dispositivos móviles con menos de Android 4.0 19MB) ## https://www.scriptureearth.org/data/mih/study/mihNT_Mixteco_Chayuco3gp-4.7.apk: (para dispositivos móviles con menos de Android 4.0 220MB)	New Testament: https://virtualstorehouse.org/products/mixteco-de-chayuco-nt-mih ## Nuevo Testamento: https://www.amazon.com.mx/Chayuco-Mixtec-Testament-Wycliffe-Translators/dp/1531304184/ref=sr_1_9?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=CNC84Y7P1A58&keywords=new+testament ## New Testament: https://www.amazon.com/Chayuco-Mixtec-Testament-Wycliffe-Translators/dp/1531304184/ref=sr_1_1?crid=PVS7YQJERD6N&keywords=Chayuco+Mixtec+New+Testament&qid=1649114632&sprefix=chayuco		https://www.bible.com/bible/793/MAT.1	https://www.globalrecordings.net/en/language/mih	1	https://www.scriptureearth.org/data/mih/study/mih_MAT_REV.jar											https://www.scriptureearth.org/data/mih/video/mih-johnvids.txt ## https://www.scriptureearth.org/data/mih/video/mih-johnvids-640.txt	https://www.scriptureearth.org/data/mih/video/mih-scripture-videos.txt ## https://www.scriptureearth.org/data/mih/video/mih-ScriptureAnim-640.txt									language map: https://joshuaproject.net/languages/mih	
